id,subfield,subfield_name,title,first_author,venue,year,tier,arxiv_id,doi,url,one_line_summary
V2-402,6,多模态(文本+时序)预测,ST-VLM: A Spatial-to-Image Multimodal Spatial-Temporal Prediction Framework with Vision-Language Model,Tong Zhao,arXiv preprint,2026,preprint,,10.1609/aaai.v40i19.38683,https://doi.org/10.1609/aaai.v40i19.38683,针对 LLM 对空间动态编码不足的问题，提出 ST-VLM：将时空数据转为图像用视觉-语言模型编码动态空间依赖并多模态融合预测。
V2-403,6,多模态(文本+时序)预测,Vistar: Enhancing the Perception Capability of LLMs under Imprecise IMU-Text Alignment,Yatong Chen,arXiv preprint,2026,preprint,,10.1145/3770854.3780181,https://doi.org/10.1145/3770854.3780181,针对 IMU 信号与文本语义鸿沟的问题，提出自监督框架 Vistar：以视觉/语言编码器为锚做层级跨模态对比学习+在线检索增强。
V2-404,6,多模态(文本+时序)预测,SatSolarCast: A Flexible Framework for Multimodal Solar Irradiance Forecasting via Memory-Alignment Learning,Kuai Dai,arXiv preprint,2026,preprint,,10.1609/aaai.v40i45.41173,https://doi.org/10.1609/aaai.v40i45.41173,针对多模态太阳辐照预测融合成本高的问题，提出 SatSolarCast：记忆对齐学习机制整合静止卫星数据与历史辐照观测。
V2-405,6,多模态(文本+时序)预测,DyMRL: Dynamic Multispace Representation Learning for Multimodal Event Forecasting in Knowledge Graph,Feng Zhao,arXiv preprint,2026,preprint,2603.24636,10.1145/3774904.3792600,https://arxiv.org/abs/2603.24636,针对多模态事件预测中动态知识获取与融合的问题，提出 DyMRL：多空间动态表示学习捕捉关系感知几何特征与演化融合。
V2-406,7,时序基准与评测方法学,Rethinking Multimodal Time-Series Forecasting Evaluation,Haoxin Liu,ICML 2026,2026,CCF-A,2607.06973,,https://arxiv.org/abs/2607.06973,提出上下文丰富的多模态预测基准 TimesX：自动化生成管线解决现有基准规模小、文本类型单一与数据泄漏问题，并系统评测零样本方法。
V2-407,7,时序基准与评测方法学,Do Time Series Foundation Model Benchmarks Hide Regime-Dependent Failures? Evidence from Traffic Speed Forecasting,Yingshuo Wang,ICML 2026,2026,CCF-A,2606.18367,,https://arxiv.org/abs/2606.18367,提出分制度（regime）分层评估：揭示 TSFM 在交通自由流/拥堵转换段 MAE 达 11mph、90% 区间覆盖跌至 55%，聚合指标掩盖此失效。
V2-408,7,时序基准与评测方法学,Benchmarking Counterfactual Prediction in Epidemic Time Series with Time-Varying Interventions,Wenhao Mu,KDD 2026,2026,CCF-A,2606.05692,,https://arxiv.org/abs/2606.05692,构建流行病时序反事实预测大规模基准：基于校准的智能体模型生成含真值反事实的数据，支持静态/时变、单/多政策干预评估。
V2-409,7,时序基准与评测方法学,Expectations vs. Realities: The Cost of MSE-Optimal Forecasting Under Conditional Uncertainty,Riku Green,KDD 2026,2026,CCF-A,2606.04342,,https://arxiv.org/abs/2606.04342,形式化条件不确定性差距，证明差距非零时确定性预测器无法同时最小化 MSE 并匹配边际分布，量化精度-真实感权衡前沿。
V2-410,7,时序基准与评测方法学,Anomalies in Multivariate Time Series Benchmarks Are Mostly Univariate,Marc Pinet,KDD 2026,2026,CCF-A,2606.02670,,https://arxiv.org/abs/2606.02670,用逐段诊断框架审视 8 个 MTSAD 基准，发现标注异常几乎均伴随单变量偏离、跨通道断裂从不单独出现，质疑跨通道建模假设。
V2-411,7,时序基准与评测方法学,ODTQA-FoRe: An Open-Domain Tabular Question Answering Dataset for Future Data Forecasting and Reasoning,Zhensheng Wang,ACL 2026,2026,CCF-A,2606.02433,,https://arxiv.org/abs/2606.02433,提出开放域表格问答的未来预测任务与首个数据集，配 LLM agent 框架 TimeFore：检索器生成 SQL、预测器调用时序模型、分析器合成。
V2-412,7,时序基准与评测方法学,Generalizing Multi-Scale Time-Series Modeling with a Single Operator,Cheonwoo Lee,ICML 2026,2026,CCF-A,2605.31129,,https://arxiv.org/abs/2605.31129,将多尺度方法统一为缩放算子族并揭示固定离散缩放的局限，提出 SiGMA：基于尺度空间理论的可学习离散高斯核实现距离感知缩放。
V2-413,7,时序基准与评测方法学,Beyond Holistic Models: Systematic Component-level Benchmarking of Deep Multivariate Time-Series Forecasting,Shuang Liang,KDD 2026,2026,CCF-A,2605.26562,,https://arxiv.org/abs/2605.26562,提出首个组件级大规模基准 TSCOMP：以正交实验设计将深度预测方法拆解为预处理/编码/架构/优化组件，产出 2 万+ 评测语料。
V2-414,7,时序基准与评测方法学,CombinationTS: A Modular Framework for Understanding Time-Series Forecasting Models,Xiaorui Wang,ICML 2026,2026,CCF-A,2605.01231,,https://arxiv.org/abs/2605.01231,提出模块化归因评估框架 CombinationTS：将模型分解为五个正交模块量化边际性能与稳定性，揭示恒等编码器悖论。
V2-415,7,时序基准与评测方法学,End-to-End Learning for Partially-Observed Time Series with PyPOTS,Wenjie Du,KDD 2026,2026,CCF-A,2604.24041,,https://arxiv.org/abs/2604.24041,介绍部分观测时序端到端生态 PyPOTS：统一缺失模拟、预处理、训练与评测于插补/预测/分类/聚类/异常检测。
V2-416,7,时序基准与评测方法学,Sonar-TS: Search-Then-Verify Natural Language Querying for Time Series Databases,Zhao Tan,ICML 2026,2026,CCF-A,2602.17001,,https://arxiv.org/abs/2602.17001,提出神经符号框架 Sonar-TS：先 SQL 特征索引搜索候选窗口再用生成 Python 程序验证，并发布首个 TSDB 级自然语言查询基准。
V2-417,7,时序基准与评测方法学,It's TIME: Towards the Next Generation of Time Series Forecasting Benchmarks,Zhongzheng Qiao,ICML 2026,2026,CCF-A,2602.12147,,https://arxiv.org/abs/2602.12147,提出下一代任务中心预测基准 TIME：50 个新数据集 98 个任务、人机协同构建保证数据完整性，支持严格无泄漏的零样本 TSFM 评测。
V2-418,7,时序基准与评测方法学,TSAQA: Time Series Analysis Question And Answering Benchmark,Baoyu Jing,ACL 2026,2026,CCF-A,2601.23204,,https://arxiv.org/abs/2601.23204,提出统一时序分析问答基准 TSAQA：13 领域 21 万样本覆盖异常检测、分类、特征刻画、比较、变换与时间关系六类任务。
V2-419,7,时序基准与评测方法学,From Observations to States: Latent Time Series Forecasting,Jie Yang,ICML 2026,2026,CCF-A,2602.00297,,https://arxiv.org/abs/2602.00297,"揭示表示悖论""潜在混沌""：预测准的模型潜表示时序无序，提出 LatentTSF 将预测从观测回归转为潜状态空间预测。"
V2-420,7,时序基准与评测方法学,TimePerceiver: An Encoder-Decoder Framework for Generalized Time-Series Forecasting,Jaebin Lee,NeurIPS 2025,2025,CCF-A,2512.22550,10.48550/arXiv.2512.22550,https://arxiv.org/abs/2512.22550,提出统一编解码框架 TimePerceiver：将预测泛化为外推/插值/插补等任意位置目标，配灵活感知输入-目标段位置的架构与训练策略。
V2-421,7,时序基准与评测方法学,Benchmarking Probabilistic Time Series Forecasting Models on Neural Activity,Ziyu Lu,NeurIPS 2025,2025,CCF-A,2510.18037,,https://arxiv.org/abs/2510.18037,在小鼠皮层宽场成像神经活动上系统评测 8 个概率深度预测模型（含基础模型）与经典方法，最好模型可前瞻 1.5 秒。
V2-422,7,时序基准与评测方法学,How Different from the Past? Spatio-Temporal Time Series Forecasting with Self-Supervised Deviation Learning,Haotian Gao,NeurIPS 2025,2025,CCF-A,2510.04908,10.48550/arXiv.2510.04908,https://arxiv.org/abs/2510.04908,针对时空预测忽视当前输入与历史模式动态偏差的问题，提出 ST-SSDL：自监督偏差学习+可学习原型离散化潜空间。
V2-423,7,时序基准与评测方法学,SciTS: Scientific Time Series Understanding and Generation with LLMs,Wen Wu,ICLR 2026,2026,CCF-A,2510.03255,,https://arxiv.org/abs/2510.03255,提出科学时序理解与生成基准 SciTS：12 科学领域 43 任务 5 万+ 实例、长度跨 7 个数量级，评测 17 个模型揭示各表示途径缺陷。
V2-424,7,时序基准与评测方法学,"A Survey of Deep Learning for Time Series Forecasting: Taxonomy, Analysis and Future Directions",Qi Guo,TKDE,2026,CCF-A,,10.1109/TKDE.2026.3671378,https://doi.org/10.1109/TKDE.2026.3671378,深度学习时序预测综述：提出按模型结构依赖的层级分类学（含 LLM 等新兴模型），系统比较各范式并总结挑战方向。
V2-425,7,时序基准与评测方法学,Enhanced Computational Complexity in Continuous-Depth Models: Neural Ordinary Differential Equations With Trainable Numerical Schemes,Said Ouala,TPAMI,2025,CCF-A,,10.1109/TPAMI.2025.3599629,https://doi.org/10.1109/TPAMI.2025.3599629,针对神经 ODE 数值求解开销大的问题，提出可训练数值格式：让求解器参数与模型联合学习以降低函数评估次数。
V2-426,7,时序基准与评测方法学,A Survey of Change Point Detection in Dynamic Graphs,Yuxuan Zhou,TKDE,2025,CCF-A,,10.1109/TKDE.2024.3523857,https://doi.org/10.1109/TKDE.2024.3523857,首个动态图变点检测系统综述：按图快照序列与图上时序两类输入梳理任务、挑战、应用与方法分类学。
V2-427,7,时序基准与评测方法学,IMFACT: Counterfactual Explanations for Time Series via Intrinsic Mode Function Substitution,Udo Schlegel,ECML-PKDD,2026,CCF-B,2608.04777,,https://arxiv.org/abs/2608.04777,提出模型无关的时序反事实解释框架 IMFACT：在经验模态分解空间渐进替换 IMF 至最近异类邻居，保证物理可信性。
V2-428,7,时序基准与评测方法学,Learning by Shifting: Temporal View Construction for Time Series Contrastive Learning,Abdul-Kazeem Shamba,ECML-PKDD,2026,CCF-B,2606.21957,,https://arxiv.org/abs/2606.21957,挑战手工增广范式：证明经确定性时间平移视图构造显式编码平移不变性即可为时序分类学到强对比表示。
V2-429,7,时序基准与评测方法学,Conditional Attribution for Root Cause Analysis in Time-Series Anomaly Detection,Shashank Mishra,ECML-PKDD,2026,CCF-B,2604.17616,,https://arxiv.org/abs/2604.17616,针对异常归因忽视时间与跨特征依赖的问题，提出条件归因框架：在 VAE/UMAP 低维表示中检索语境相似的正常状态作解释基线。
V2-430,7,时序基准与评测方法学,Channel-wise Retrieval for Multivariate Time Series Forecasting,Junhyeok Kang,ICASSP 2026,2026,CCF-B,2604.05543,,https://arxiv.org/abs/2604.05543,针对检索增强预测忽视变量间异质性的问题，提出逐通道检索框架 CRAFT：时域稀疏关系图剪枝候选+频域谱相似度排序。
V2-431,7,时序基准与评测方法学,TSVer: A Benchmark for Fact Verification Against Time-Series Evidence,Marek Strong,EMNLP 2025,2025,CCF-B,2511.01101,,https://arxiv.org/abs/2511.01101,提出面向时序证据的事实核查基准 TSVer：304 条真实主张关联 400 条时序，标注时间窗口、裁决与依据。
V2-432,7,时序基准与评测方法学,Forking-Sequences: Statistically and Computationally Efficient Multi-Horizon Forecasting with Reduced Volatility,Willa Potosnak,TMLR,2025,Journal(TMLR),2510.04487,,https://arxiv.org/abs/2510.04487,形式化 forking-sequences 架构：单次前向联合编码解码全部预测创建日期，降低多水平预测的修订波动并提升统计与计算效率。
V2-433,7,时序基准与评测方法学,A Survey of Reasoning and Agentic Systems in Time Series with Large Language Models,Ching Chang,TMLR,2025,Journal(TMLR),2509.11575,,https://arxiv.org/abs/2509.11575,时序 LLM 推理与 agent 系统综述：按直接/链式/分支推理拓扑组织文献，交叉分析目标、工具使用与对齐机制及其失效模式。
V2-434,7,时序基准与评测方法学,Evaluating Time Series Models with Knowledge Discovery,Li Zhang,SDM 2025,2025,CCF-B,2503.14869,,https://arxiv.org/abs/2503.14869,蓝天论文：指出时序指标化评估中环境因素与非平稳演化导致指标好不等于实用好，提出以知识发现为核心的评估思路。
V2-435,7,时序基准与评测方法学,Augmented Invertible Koopman Autoencoder for long-term time series forecasting,Anthony Frion,TMLR 2025,2025,Journal(TMLR),2503.12930,,https://arxiv.org/abs/2503.12930,针对可逆 Koopman 自编码器受正规化流维度守恒限制的问题，提出增广 IKAE：附加非可逆编码器扩展潜状态用于长期预测。
V2-436,7,时序基准与评测方法学,SenTSR-Bench: Thinking with Injected Knowledge for Time-Series Reasoning,Zelin He,AISTATS 2026,2026,CCF-C,2602.19455,,https://arxiv.org/abs/2602.19455,针对通用推理 LLM 缺时序域知识而时序 LLM 缺推理力的问题，提出混合知识注入框架并以可验证奖励 RL 引出富知识推理链。
V2-437,7,时序基准与评测方法学,Curriculum Multiple Shooting for Robust Training of Neural and Universal Differential Equations,Sebastian Persson,arXiv preprint,2026,preprint,2608.05777,,https://arxiv.org/abs/2608.05777,提出课程多重打靶训练策略 CMS：结合课程学习与 multiple shooting，稳健训练 NODE/UDE/机理 ODE 于稀疏噪声时序。
V2-438,7,时序基准与评测方法学,FinVerse: Financial Time-Series Benchmark,Jaehoon Lee,arXiv preprint,2026,preprint,2608.03259,,https://arxiv.org/abs/2608.03259,提出金融时序预测基准 FinVerse（11.7 万条序列）：以方向正确性与实现收益等决策相关指标替代单一逐点误差评估。
V2-439,7,时序基准与评测方法学,TimeRLM: Recursive Language Models Enable Precise Anomaly Localization in Long-Context Time-Series,Nicolas Zumarraga,arXiv preprint,2026,preprint,2608.03391,,https://arxiv.org/abs/2608.03391,提出时序递归语言模型 TimeRLM：将长上下文信号置于 LLM 之外经代码与视觉能力递归操作，实现长序列精确异常定位，并发布 AnomalyXL。
V2-440,7,时序基准与评测方法学,Statistical comparisons of time-series feature sets on classification tasks,Trent Henderson,arXiv preprint,2026,preprint,2608.01586,,https://arxiv.org/abs/2608.01586,对 6 个开源时序特征集与 3 个基线在 124 个分类问题上做归一化统计比较，量化各特征集的相对强弱与冗余。
V2-441,7,时序基准与评测方法学,ReasonCast: Towards Explainable Time Series Forecasting with Reasoning,Seunghan Lee,arXiv preprint,2026,preprint,2608.01875,,https://arxiv.org/abs/2608.01875,主张预测与自解释任务融合的模型：提出 ReasonTS-Bench 基准与配方，在单次响应中联合输出数值预测与可解释文本推理。
V2-442,7,时序基准与评测方法学,DoTime: A Synthetic Benchmark Generator for Interventional and Counterfactual Time Series,Dennis Thumm,arXiv preprint,2026,preprint,2607.27263,,https://arxiv.org/abs/2607.27263,针对时序因果推断基准缺乏干预与反事实设定的问题，提出开源生成器 DoTime：连续时间干预窗口、反事实采样与制度切换 SCM。
V2-443,7,时序基准与评测方法学,CC-AOS: Cost- and Horizon-Conditioned Amortized Backward Induction for Finite-Horizon Optimal Stopping,Tianwei Yu,arXiv preprint,2026,preprint,2607.22774,,https://arxiv.org/abs/2607.22774,针对早期分类逐成本-时距点重复优化的问题，提出 CC-AOS：成本与时距条件化的摊销后向归纳共享继续价值模型。
V2-444,7,时序基准与评测方法学,"GlucoTune: A Unified Framework for Blood Glucose Preprocessing, Forecasting, and Benchmarking in Diabetes",Davide Marelli,arXiv preprint,2026,preprint,2607.21117,,https://arxiv.org/abs/2607.21117,针对血糖时序预处理缺乏标准工作流的问题，提出可复现框架 GlucoTune：YAML 配置化管线统一预处理到评测的全流程。
V2-445,7,时序基准与评测方法学,Beyond Sufficiency: Time Series Explanation with Counterfactual Necessity,Hongnan Ma,arXiv preprint,2026,preprint,2607.21573,,https://arxiv.org/abs/2607.21573,针对充分性解释可能标注虚假子序列的问题，提出必要性感知框架 TimePNS：反事实干预时间因子监督时间门精化解释。
V2-446,7,时序基准与评测方法学,Are the Financial Reasoning from LLMs Credible? A Real World Test over Long-Horizon Statements,Xinke Tong,arXiv preprint,2026,preprint,2607.28661,,https://arxiv.org/abs/2607.28661,针对金融基准脱离真实报表复杂度的问题，构建 FinIndices：3.2 万 token 未裁剪报表上带对抗陷阱的指标计算与制表评测。
V2-447,7,时序基准与评测方法学,TypiCore: A Hybrid Active Query Strategy for Class-Incremental Learning on Time Series,Gabor Szucs,arXiv preprint,2026,preprint,2607.17632,,https://arxiv.org/abs/2607.17632,系统评测多元时序主动类增量学习：比较多种查询策略与重放方法在可塑性/稳定性/标注效率上的表现，提出混合策略 TypiCore。
V2-448,7,时序基准与评测方法学,SurvCF(t): Counterfactual Explanations for Survival Analysis in Predictive Maintenance Multivariate Time Series Data,Zara Karazian,arXiv preprint,2026,preprint,2607.16969,,https://arxiv.org/abs/2607.16969,提出首个时序生存模型反事实解释框架 SurvCF(t)：以有效性/邻近/稀疏/合理性约束优化最小时间一致的运行历史改动。
V2-449,7,时序基准与评测方法学,Asymmetric Peak-Aware Loss for Peak-Critical Time Series Forecasting,Theivaprakasham Hari,arXiv preprint,2026,preprint,2607.14871,,https://arxiv.org/abs/2607.14871,针对欠预测风险更高的峰值场景，提出非对称峰值感知损失 APAL 及峰值关键评测协议：尾部误差与峰值定时指标补充 MAE/MSE。
V2-450,7,时序基准与评测方法学,Did We Actually Fix It? An Independent Adversarial Stress-Test of Post-Point-Adjustment Evaluation Metrics for Time-Series Anomaly Detection,Zongye Lyu,arXiv preprint,2026,preprint,2607.11969,,https://arxiv.org/abs/2607.11969,对点调整后继评测指标做对抗压力测试：单次诚实运行下均不可游戏化，但 best-of-N 报告下 affiliation-F1 与 ROC 系全部失守。
V2-451,7,时序基准与评测方法学,A Temporal Reasoning Benchmarking Framework for LRMs via Difficulty-controlled and Dynamic Test Generation,Shide Zhou,arXiv preprint,2026,preprint,2607.04784,,https://arxiv.org/abs/2607.04784,针对静态基准易污染与结果评价掩盖推理缺陷的问题，提出 TRACE：Allen 区间代数约束满足建模时间推理，难度可控动态生成。
V2-452,7,时序基准与评测方法学,"BatteryLake: Agentic, Physics-Grounded Curation of Heterogeneous Battery Aging Data and Benchmarking",Tianwen Zhu,arXiv preprint,2026,preprint,2607.09762,,https://arxiv.org/abs/2607.09762,提出电池老化数据治理湖仓 BatteryLake：LLM agent 物理接地元数据抽取与转换器合成+26 条规则人机审核，发布 41 数据集基准。
V2-453,7,时序基准与评测方法学,MMBench-Live: A Continuously Evolving Benchmark for Multimodal Models,Yuanzhi Liu,arXiv preprint,2026,preprint,2607.01813,,https://arxiv.org/abs/2607.01813,针对多模态基准静态陈旧与污染的问题，提出持续演化基准 MMBench-Live：多智能体管线+分布一致更新策略保证跨版本可比。
V2-454,7,时序基准与评测方法学,Fast and Accurate Anomaly Detection in Time Series,Emanuele Mele,arXiv preprint,2026,preprint,2607.02046,,https://arxiv.org/abs/2607.02046,提出基于 Haar 小波与定制 t 检验的无监督时序异常检测：建立理论基础并在多域上兼顾速度与精度。
V2-455,7,时序基准与评测方法学,CruiseBench: A Real-Flight-Aligned N-CMAPSS Benchmark for Engine RUL Prediction,Pu Cheng,arXiv preprint,2026,preprint,2607.19380,,https://arxiv.org/abs/2607.19380,针对 N-CMAPSS 全飞行记录纠缠退化与工况的问题，提出巡航段基准 CruiseBench：共同高度法巡航掩码+固定评测协议。
V2-456,7,时序基准与评测方法学,StateFlow: Dual-State Recurrent Modeling for Long-Horizon Time Series Forecasting,Haroon Gharwi,arXiv preprint,2026,preprint,2607.00197,,https://arxiv.org/abs/2607.00197,针对长时距预测误差累积的问题，提出 StateFlow：VARNN 双状态递归骨干并行维护主动态隐状态与残差记忆轨迹。
V2-457,7,时序基准与评测方法学,MacroLens: A Multi-Task Benchmark for Contextual Financial Reasoning under Macroeconomic Scenarios,Patara Trirat,arXiv preprint,2026,preprint,2606.24950,,https://arxiv.org/abs/2606.24950,"针对金融评测的前视泄漏/披露滞后/制度泄漏问题，构建 MacroLens：4,416 只小微盘股价格+XBRL+宏观+文本的时点面板七任务基准。"
V2-458,7,时序基准与评测方法学,Weighted Score-Oriented Losses for Temporally Localized Event Prediction,Edoardo Legnaro,arXiv preprint,2026,preprint,2606.23145,,https://arxiv.org/abs/2606.23145,针对训练损失与事件级评测错配的问题，提出时间局部化加权分数导向损失 wSOL：折扣近事件误报并减免已有预警的漏报罚。
V2-459,7,时序基准与评测方法学,"Distributional Granger Causality: Identification, Sequential Inference, and Adaptive Testing",Ayush Jha,arXiv preprint,2026,preprint,2606.22230,,https://arxiv.org/abs/2606.22230,提出分布式 Granger 因果框架：以有限通道限制集合完备刻画分布层面预测依赖，配 alpha-investing 自适应序贯检验。
V2-460,7,时序基准与评测方法学,MetaboNet-Bench: A Multi-modal Benchmark for Glucose Forecasting in Type 1 Diabetes,Nathaniel Jeffries,arXiv preprint,2026,preprint,2606.18640,,https://arxiv.org/abs/2606.18640,针对血糖预测缺乏标准评测且忽视胰岛素/碳水多模态信号的问题，提出可扩展开源基准 MetaboNet-Bench。
V2-461,7,时序基准与评测方法学,TS-Fault: Benchmarking Time Series Forecasters Against Structural Faults,Yuyang Zhao,arXiv preprint,2026,preprint,2606.18539,,https://arxiv.org/abs/2606.18539,针对干净数据单一均值误差排名脱离部署可靠性的问题，提出 TS-Fault：按两正交轴四模式参数化注入结构性故障的鲁棒性基准。
V2-462,7,时序基准与评测方法学,Towards Verifiable Agentic Data Science: Solving Irregular TSQA Via Tool-Grounded Reasoning,Sanhorn Chen,arXiv preprint,2026,preprint,2606.15107,,https://arxiv.org/abs/2606.15107,"针对 TSQA 基准假设规则采样的问题，提出 IRTS-ToolBench：13 域 10 任务 1,700 题的不规则时序问答与工具接地推理基准。"
V2-463,7,时序基准与评测方法学,PHINN: Persistent Homology Inspired Neural Network for Rare-Event Time Series Generation,Emre Yusuf,arXiv preprint,2026,preprint,2606.15452,,https://arxiv.org/abs/2606.15452,针对罕见事件生成难的问题，提出 PHINN：动态 Betti 曲线条件化的流匹配框架+持久景观损失保持拓扑一致性。
V2-464,7,时序基准与评测方法学,Differencing the Diffusion Trajectory toward Uncertain Components for Time Series Forecasting,Chen Su,arXiv preprint,2026,preprint,2607.22599,,https://arxiv.org/abs/2607.22599,针对扩散预测忽视历史可锚定成分与不确定成分不对称的问题，提出 DiffDiff：步依赖前向算子将可预测性不对称嵌入扩散轨迹。
V2-465,7,时序基准与评测方法学,Navigating the Safety-Fidelity Trade-off: Massive-Variate Time Series Forecasting for Power Systems via Probabilistic Scenarios,Kaijie Xu,arXiv preprint,2026,preprint,2606.13338,,https://arxiv.org/abs/2606.13338,提出超大变量概率预测基准 PowerPhase：6 个 2 千至 3.7 万通道输电网+约束感知指标，揭示安全性与保真度排名冲突。
V2-466,7,时序基准与评测方法学,CRAFTIIF: Cross-Resolution Analytic Four-Type Interpretable Isolation Forest for Multivariate Time Series Anomaly Detection,William Smits,arXiv preprint,2026,preprint,2606.13486,,https://arxiv.org/abs/2606.13486,提出全无监督四类异常检测框架 CRAFTIIF：四族解析小波特征喂五个类型专属隔离森林+自适应阈值，兼顾可解释性。
V2-467,7,时序基准与评测方法学,WorldReasoner: Evaluating Whether Language Model Agents Forecast Events with Valid Reasoning,Yizhou Chi,arXiv preprint,2026,preprint,2606.11816,,https://arxiv.org/abs/2606.11816,提出事件预测评测框架 WorldReasoner：限定预报日前证据，从结果/证据/推理三轴评估 LLM agent 是否真在预测而非背诵。
V2-468,7,时序基准与评测方法学,Dirichlet-Guided Group Forecasting for Alleviating Over-smoothing in Time Series Forecasting,Xingyu Zhang,arXiv preprint,2026,preprint,2606.10592,,https://arxiv.org/abs/2606.10592,针对多模态未来被平均导致过平滑的问题，提出 DGF：Dirichlet 引导层级采样显式建模多模式条件预测分布+奖励优化。
V2-469,7,时序基准与评测方法学,Do Large Language Models Reason About Uncertainty Like Humans? A Benchmark on Hurricane Forecast Visualization Comprehension,Le Liu,arXiv preprint,2026,preprint,,10.1609/aaai.v40i21.38812,https://doi.org/10.1609/aaai.v40i21.38812,提出 UnReason 基准：系统比较人与 LLM 对飓风预报不确定性可视化的理解（880 图、11.7 万问答），检验风险沟通能力。
V2-470,8,通用时序架构创新,Impute On-Demand: Adaptive Correlated Time Series Imputation for Changing Environments,Zhichen Lai,TKDE,2026,CCF-A,2607.23503,10.1109/tkde.2026.3717792,https://arxiv.org/abs/2607.23503,针对 IoT 环境变化下相关时序插补适配性差的问题，提出 AdaCTSi：一次性 TCN+可学习时序-传感器索引表，按需插补任意传感器子集。
V2-471,8,通用时序架构创新,FMMVCC: Fuzzy Mamba-based Multi-View Contrastive Clustering for Univariate Time Series,Donato Cerciello,ICML 2026,2026,CCF-A,2607.07258,,https://arxiv.org/abs/2607.07258,提出 Mamba 深度聚类框架 FMMVCC：线性复杂度状态空间建模+模糊多视图对比学习，用于无标注单变量时序聚类。
V2-472,8,通用时序架构创新,Speaking Numbers to LLMs: Multi-Wavelet Number Embeddings for Time Series Forecasting,Defu Cao,IJCAI 2026,2026,CCF-A,2606.26487,,https://arxiv.org/abs/2606.26487,针对 LLM 离散分词与连续数值失配的问题，提出即插即用数字接口 TempoWave：多小波多尺度系数构造逐位数字嵌入覆盖 token 表示。
V2-473,8,通用时序架构创新,TimeLAVA: Learning-Agnostic Valuation for Time Series Data,Wenqin Liu,ICML 2026,2026,CCF-A,2606.18729,,https://arxiv.org/abs/2606.18729,提出学习无关的时序数据估值框架 TimeLAVA：以选择性小波 Wasserstein 差异衡量时间段对分布差异最小化的边际贡献。
V2-474,8,通用时序架构创新,One Step Closer to Ground Truth: A Multi-Scale Residual-Aware Representation Learning Pipeline for Predicting Time Series Data,Amrijit Biswas,KDD 2026,2026,CCF-A,2606.10678,,https://arxiv.org/abs/2606.10678,针对单阶段 Transformer 预测存在系统性残差偏差的问题，提出两阶段模型无关框架：基模型预测+元校正器建模结构化误差模式。
V2-475,8,通用时序架构创新,Signed Dual Attention: Capturing Signed Dependencies in Time Series Forecasting,Balthazar Courvoisier,AAAI 2026,2026,CCF-A,2606.04833,,https://arxiv.org/abs/2606.04833,针对标准注意力隐含同质交互假设的问题，提出符号双重注意力：双消息传递同时传播支持性与对比性信息，零额外参数。
V2-476,8,通用时序架构创新,FinStressTS: A Parametric Synthetic Benchmark for Time-Series Forecasting in Finance,Jiaze Sun,KDD 2026,2026,CCF-A,2606.03184,,https://arxiv.org/abs/2606.03184,提出机制感知合成金融基准 FinStressTS：30 个诊断环境覆盖波动聚集、重尾、制度切换、自激跳跃等六类机制，支持失效归因。
V2-477,8,通用时序架构创新,AnchorMoE: Interpretable Time Series Classification via Anchor-Routed MoE,Tao Xie,KDD 2026,2026,CCF-A,2606.03631,,https://arxiv.org/abs/2606.03631,提出构造即可解释的分类框架 AnchorMoE：锚点路由 MoE 将预测表示为输入段的精确可加分解，实现事前透明。
V2-478,8,通用时序架构创新,EnergyMamba: An Uncertainty-Aware Graph-Enhanced Selective State Space Model for Energy Consumption Prediction,Dahai Yu,KDD 2026,2026,CCF-A,2606.00506,,https://arxiv.org/abs/2606.00506,针对能耗预测缺空间依赖与极端事件不确定性的问题，提出 EnergyMamba：图增强选择性状态空间模型+不确定性感知预测。
V2-479,8,通用时序架构创新,Giving Sensors a Voice: Multimodal JEPA for Semantic Time-Series Embeddings,Utsav Dutta,ICML 2026,2026,CCF-A,2605.31580,,https://arxiv.org/abs/2605.31580,提出通道感知表示模型 CHARM：将通道文本描述注入通道序等变 Transformer，以 JEPA 目标学习语义时序嵌入，线性探针即强。
V2-480,8,通用时序架构创新,Efficient Learning of Deep State Space Models via Importance Smoothing,John-Joseph Brady,ICML 2026,2026,CCF-A,2605.21108,,https://arxiv.org/abs/2605.21108,针对深度状态空间模型顺序前向难以并行的问题，提出并行变分蒙特卡洛 PVMC，桥接变分自编码与 SMC 两种训练范式。
V2-481,8,通用时序架构创新,HEPA: A Self-Supervised Horizon-Conditioned Event Predictive Architecture for Time Series,Jonas Petersen,ICML 2026,2026,CCF-A,2605.11130,,https://arxiv.org/abs/2605.11130,针对稀标注罕见事件预测的问题，提出自监督架构 HEPA：JEPA 预训练因果 Transformer 预测未来表示，微调预测器输出单调生存 CDF。
V2-482,8,通用时序架构创新,TSNN: A Non-parametric and Interpretable Framework for Traffic Time Series Forecasting,Bowen Liu,TKDE,2026,CCF-A,2605.09208,10.1109/TKDE.2026.3692602,https://arxiv.org/abs/2605.09208,提出免训练参数的可解释交通预测框架 TSNN：多层记忆库匹配解耦时序，利用交通周期性在无参数下取得竞争性能。
